Id;Question;Answer
848;Adü- hýdýrbeyli arasý fiyat nedir?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 lira, indirimli ücret 4 liradýr.
849;Adü- hýdýrbeyli arasý ücret nedir?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 lira, indirimli ücret 4 liradýr.
850;Adü- hýdýrbeyli arasý otobüs ne kadar?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 lira, indirimli ücret 4 liradýr.
851;Adü- hýdýrbeyli arasý otobüs ücreti ne kadar?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 lira, indirimli ücret 4 liradýr.
852;Adü- hýdýrbeyli arasý otobüs ücreti nedir?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 lira, indirimli ücret 4 liradýr.
853;Adü- hýdýrbeyli arasý otobüs fiyatý ne kadar?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 lira, indirimli ücret 4 liradýr.
854;Adü- hýdýrbeyli arasý otobüs fiyatý nedir?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 lira, indirimli ücret 4 liradýr.
855;Adü- hýdýrbeyli arasý tam ne kadar?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 liradýr.
856;Adü- hýdýrbeyli arasý tam ücreti ne kadar?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 liradýr.
857;Adü- hýdýrbeyli arasý tam ücreti nedir?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 liradýr.
858;Adü- hýdýrbeyli arasý tam fiyatý ne kadar?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 liradýr.
859;Adü- hýdýrbeyli arasý tam fiyatý nedir?;Adü ile Hýdýrbeyli arasý tam ücret 5.5 liradýr.
860;Adü- hýdýrbeyli arasý indirimli ne kadar?;Adü ile Hýdýrbeyli arasý indirimli ücret 4 liradýr.
861;Adü- hýdýrbeyli arasý indirimli ücreti ne kadar?;Adü ile Hýdýrbeyli arasý indirimli ücret 4 liradýr.
862;Adü- hýdýrbeyli arasý indirimli ücreti nedir?;Adü ile Hýdýrbeyli arasý indirimli ücret 4 liradýr.
863;Adü- hýdýrbeyli arasý indirimli fiyatý ne kadar?;Adü ile Hýdýrbeyli arasý indirimli ücret 4 liradýr.
864;Adü- hýdýrbeyli arasý indirimli fiyatý nedir?;Adü ile Hýdýrbeyli arasý indirimli ücret 4 liradýr.
865;Adü- hýdýrbeyli arasý engelli ne kadar?;Adü ile Hýdýrbeyli arasý engelli ücreti 4 liradýr.
866;Adü- hýdýrbeyli arasý engelli ücreti ne kadar?;Adü ile Hýdýrbeyli arasý engelli ücreti 4 liradýr.
867;Adü- hýdýrbeyli arasý engelli ücreti nedir?;Adü ile Hýdýrbeyli arasý engelli ücreti 4 liradýr.
868;Adü- hýdýrbeyli arasý engelli fiyatý ne kadar?;Adü ile Hýdýrbeyli arasý engelli ücreti 4 liradýr.
869;Adü- hýdýrbeyli arasý engelli fiyatý nedir?;Adü ile Hýdýrbeyli arasý engelli ücreti 4 liradýr.
870;Adü- hýdýrbeyli arasý öðrenci ne kadar?;Adü ile Hýdýrbeyli arasý öðrenci ücreti 4 liradýr.
871;Adü- hýdýrbeyli arasý öðrenci ücreti ne kadar?;Adü ile Hýdýrbeyli arasý öðrenci ücreti 4 liradýr.
872;Adü- hýdýrbeyli arasý öðrenci ücreti nedir?;Adü ile Hýdýrbeyli arasý öðrenci ücreti 4 liradýr.
873;Adü- hýdýrbeyli arasý öðrenci fiyat ne kadar?;Adü ile Hýdýrbeyli arasý öðrenci ücreti 4 liradýr.
874;Adü- hýdýrbeyli arasý öðrenci fiyatý nedir?;Adü ile Hýdýrbeyli arasý öðrenci ücreti 4 liradýr.
875;Adü'den Otogar'a giden birinci sefer saat kaçta?;Adü'den Otogar'a giden birinci seferimiz saat 06.15'te kalkmaktadýr.
876;Adü'den Otogar'a giden ilk sefer saat kaçta?;Adü'den Otogar'a giden ilk seferimiz saat 06.15'te kalkmaktadýr.
877;Forum Aydýn'dan Otogar'a giden birinci sefer saat kaçta?;Forum Aydýn'dan Otogar'a giden birinci seferimiz saat 06.25'te kalkmaktadýr.
878;Forum Aydýn'dan Otogar'a giden ilk sefer saat kaçta?;Forum Aydýn'dan Otogar'a giden ilk seferimiz saat 06.25'te kalkmaktadýr.
879;Zafer Meydaný'ndan Otogar'a giden birinci sefer saat kaçta?;Zafer Meydaný'ndan Otogar'a giden birinci seferimiz saat 06.40'ta kalkmaktadýr.
880;Zafer Meydaný'ndan Otogar'a giden ilk sefer saat kaçta?;Zafer Meydaný'ndan Otogar'a giden ilk seferimiz saat 06.40'ta kalkmaktadýr.
881;Tren Garý'ndan Otogar'a giden birinci sefer saat kaçta?;Tren Garý'ndan Otogar'a giden birinci seferimiz saat 06.45'te kalkmaktadýr.
882;Tren Garý'ndan Otogar'a giden ilk sefer saat kaçta?;Tren Garý'ndan Otogar'a giden ilk seferimiz saat 06.45'te kalkmaktadýr.
883;Otogar'dan Adü'ye giden birinci sefer saat kaçta?;Otogar'dan Adü'ye giden birinci seferimiz saat 06.15'te kalkmaktadýr.
884;Otogar'dan Adü'ye giden ilk sefer saat kaçta?;Otogar'dan Adü'ye giden ilk seferimiz saat 06.15'te kalkmaktadýr.
885;Tren Garý'ndan Adü'ye giden birinci sefer saat kaçta?;Tren Garý'ndan Adü'ye giden birinci seferimiz saat 06.35'te kalkmaktadýr.
886;Tren Garý'ndan Adü'ye giden ilk sefer saat kaçta?;Tren Garý'ndan Adü'ye giden ilk seferimiz saat 06.35'te kalkmaktadýr.
887;Zafer Meydaný'ndan Adü'ye giden birinci sefer saat kaçta?;Zafer Meydaný'ndan Adü'ye giden birinci seferimiz saat 06.40'ta kalkmaktadýr.
888;Zafer Meydaný'ndan Adü'ye giden ilk sefer saat kaçta?;Zafer Meydaný'ndan Adü'ye giden ilk seferimiz saat 06.40'ta kalkmaktadýr.
889;Forum Aydýn'dan Adü'ye giden birinci sefer saat kaçta?;Forum Aydýn'dan Adü'ye giden birinci seferimiz saat 06.55'te kalkmaktadýr.
890;Forum Aydýn'dan Adü'ye giden ilk sefer saat kaçta?;Forum Aydýn'dan Adü'ye giden ilk seferimiz saat 06.55'te kalkmaktadýr.
891;Karpuzlu'dan Kuþadasý'na giden birinci sefer saat kaçta?;Karpuzlu'dan Kuþadasý'na giden birinci seferimiz saat 06.00'da kalkmaktadýr.
892;Karpuzlu'dan Kuþadasý'na giden ilk sefer saat kaçta?;Karpuzlu'dan Kuþadasý'na giden ilk seferimiz saat 06.00'da kalkmaktadýr.
893;Koçarlý'dan Kuþadasý'na giden birinci sefer saat kaçta?;Koçarlý'dan Kuþadasý'na giden birinci seferimiz saat 06.35'te kalkmaktadýr.
894;Koçarlý'dan Kuþadasý'na giden ilk sefer saat kaçta?;Koçarlý'dan Kuþadasý'na giden ilk seferimiz saat 06.35'te kalkmaktadýr.
895;Ýncirliova'dan Kuþadasý'na giden birinci sefer saat kaçta?;Ýncirliova'dan Kuþadasý'na giden birinci seferimiz saat 07.25'te kalkmaktadýr.
896;Ýncirliova'dan Kuþadasý'na giden ilk sefer saat kaçta?;Ýncirliova'dan Kuþadasý'na giden ilk seferimiz saat 07.25'te kalkmaktadýr.
897;Söke'den Kuþadasý'na giden birinci sefer saat kaçta?;Söke'den Kuþadasý'na giden birinci seferimiz saat 07.55'te kalkmaktadýr.
898;Söke'den Kuþadasý'na giden ilk sefer saat kaçta?;Söke'den Kuþadasý'na giden ilk seferimiz saat 07.55'te kalkmaktadýr.
899;Kuþadasý'ndan Karpuzlu'ya giden birinci sefer saat kaçta?;Kuþadasý'ndan Karpuzlu'ya giden birinci seferimiz saat 07.00'de kalkmaktadýr.
900;Kuþadasýn'dan Karpuzlu'ya giden ilk sefer saat kaçta?;Kuþadasý'ndan Kuþadasý'na giden ilk seferimiz saat 07.00'de kalkmaktadýr.
901;Söke'den Karpuzlu'ya giden birinci sefer saat kaçta?;Söke'den Karpuzlu'ya giden birinci seferimiz saat 07.45'te kalkmaktadýr.
902;Söke'den Karpuzlu'ya giden ilk sefer saat kaçta?;Söke'den Karpuzlu'ya giden ilk seferimiz saat 07.45'te kalkmaktadýr.
903;Ýncirliova'dan Karpuzlu'ya giden birinci sefer saat kaçta?;Ýncirliova'dan Karpuzlu'ya giden birinci seferimiz saat 08.15'te kalkmaktadýr.
904;Ýncirliova'dan Karpuzlu'ya giden ilk sefer saat kaçta?;Ýncirliova'dan Karpuzlu'ya giden ilk seferimiz saat 08.15'te kalkmaktadýr.
905;Koçarlý'dan Karpuzlu'ya giden birinci sefer saat kaçta?;Koçarlý'dan Karpuzlu'ya giden birinci seferimiz saat 09.05'te kalkmaktadýr.
906;Koçarlý'dan Karpuzlu'ya giden ilk sefer saat kaçta?;Koçarlý'dan Karpuzlu'ya giden ilk seferimiz saat 09.05'te kalkmaktadýr.
907;Köþk'ten Çine'ye giden birinci sefer saat kaçta?;Köþk'ten Çine'ye giden birinci seferimiz saat 07.30'da kalkmaktadýr.
908;Köþk'ten Çine'ye giden ilk sefer saat kaçta?;Köþk'ten Çine'ye giden ilk seferimiz saat 07.30'da kalkmaktadýr.
909;Germencik'ten Çine'ye giden birinci sefer saat kaçta?;Germencik'ten Çine'ye giden birinci seferimiz saat 08.00'de kalkmaktadýr.
910;Germencik'ten Çine'ye giden ilk sefer saat kaçta?;Germencik'ten Çine'ye giden ilk seferimiz saat 08.00'de kalkmaktadýr.
911;Efeler'den Çine'ye giden birinci sefer saat kaçta?;Efeler'den Çine'ye giden birinci seferimiz saat 08.25'te kalkmaktadýr.
912;Efeler'den Çine'ye giden ilk sefer saat kaçta?;Efeler'den Çine'ye giden ilk seferimiz saat 08.25'te kalkmaktadýr.
913;Bozdoðan'dan Çine'ye giden birinci sefer saat kaçta?;Bozdoðan'dan Çine'ye giden birinci seferimiz saat 08.45'te kalkmaktadýr.
914;Bozdoðan'dan Çine'ye giden ilk sefer saat kaçta?;Bozdoðan'dan Çine'ye giden ilk seferimiz saat 08.45'te kalkmaktadýr.
915;Çine'den Köþk'e giden birinci sefer saat kaçta?;Çine'den Köþk'e giden birinci seferimiz saat 08.30'da kalkmaktadýr.
916;Çine'den Köþk'e giden ilk sefer saat kaçta?;Çine'den Köþk'e giden ilk seferimiz saat 08.30'da kalkmaktadýr.
917;Bozdoðan'dan Köþk'e giden birinci sefer saat kaçta?;Bozdoðan'dan Köþk'e giden birinci seferimiz saat 08.50'de kalkmaktadýr.
918;Bozdoðan'dan Köþk'e giden ilk sefer saat kaçta?;Bozdoðan'dan Köþk'e giden ilk seferimiz saat 08.50'de kalkmaktadýr.
919;Efeler'den Köþk'e giden birinci sefer saat kaçta?;Efeler'den Köþk'e giden birinci seferimiz saat 09.10'da kalkmaktadýr.
920;Efeler'den Köþk'e giden ilk sefer saat kaçta?;Efeler'den Köþk'e giden ilk seferimiz saat 09.10'da kalkmaktadýr.
921;Germencik'ten Köþk'e giden birinci sefer saat kaçta?;Germencik'ten Köþk'e giden birinci seferimiz saat 09.35'te kalkmaktadýr.
922;Germencik'ten Köþk'e giden ilk sefer saat kaçta?;Germencik'ten Köþk'e giden ilk seferimiz saat 09.35'te kalkmaktadýr.
923;Yeni Pazar'dan Karacasu'ya giden birinci sefer saat kaçta?;Yeni Pazar'dan Karacasu'ya giden birinci seferimiz saat 07.20'de kalkmaktadýr.
924;Yeni Pazar'dan Karacasu'ya giden ilk sefer saat kaçta?;Yeni Pazar'dan Karacasu'ya giden ilk seferimiz saat 07.20'de kalkmaktadýr.
925;Nazilli'den Karacasu'ya giden birinci sefer saat kaçta?;Nazilli'den Karacasu'ya giden birinci seferimiz saat 07.40'ta kalkmaktadýr.
926;Nazilli'den Karacasu'ya giden ilk sefer saat kaçta?;Nazilli'den Karacasu'ya giden ilk seferimiz saat 07.40'ta kalkmaktadýr.
927;Sultan Hisar'dan Karacasu'ya giden birinci sefer saat kaçta?;Sultan Hisar'dan Karacasu'ya giden birinci seferimiz saat 08.25'te kalkmaktadýr.
928;Sultan Hisar'dan Karacasu'ya giden ilk sefer saat kaçta?;Sultan Hisar'dan Karacasu'ya giden ilk seferimiz saat 08.25'te kalkmaktadýr.
929;Kuyucak'tan Karacasu'ya giden birinci sefer saat kaçta?;Kuyucak'tan Karacasu'ya giden birinci seferimiz saat 08.40'ta kalkmaktadýr.
930;Kuyucak'tan Karacasu'ya giden ilk sefer saat kaçta?;Kuyucak'tan Karacasu'ya giden ilk seferimiz saat 08.40'ta kalkmaktadýr.
931;Karacasu'dan Yeni Pazar'a giden birinci sefer saat kaçta?;Karacasu'dan Yeni Pazar'a giden birinci seferimiz saat 07.20'de kalkmaktadýr.
932;Karacasu'dan Yeni Pazar'a giden ilk sefer saat kaçta?;Karacasu'dan Yeni Pazar'a giden ilk seferimiz saat 07.20'de kalkmaktadýr.
933;Kuyucak'tan Yeni Pazar'a giden birinci sefer saat kaçta?;Kuyucak'tan Yeni Pazar'a giden birinci seferimiz saat 07.30'da kalkmaktadýr.
934;Kuyucak'tan Yeni Pazar'a giden ilk sefer saat kaçta?;Kuyucak'tan Yeni Pazar'a giden ilk seferimiz saat 07.30'da kalkmaktadýr.
935;Sultan Hisar'dan Yeni Pazar'a giden birinci sefer saat kaçta?;Sultan Hisar'dan Yeni Pazar'a giden birinci seferimiz saat 07.45'te kalkmaktadýr.
936;Sultan Hisar'dan Yeni Pazar'a giden ilk sefer saat kaçta?;Sultan Hisar'dan Yeni Pazar'a giden ilk seferimiz saat 07.45'te kalkmaktadýr.
937;Nazilli'den Yeni Pazar'a giden birinci sefer saat kaçta?;Nazilli'den Yeni Pazar'a giden birinci seferimiz saat 08.30'da kalkmaktadýr.
938;Nazilli'den Yeni Pazar'a giden ilk sefer saat kaçta?;Nazilli'den Yeni Pazar'a giden ilk seferimiz saat 08.30'da kalkmaktadýr.
939;Otogar'dan kalkan ilk sefer saat kaçta?;Otogar'dan kalkan ilk seferimiz saat 07.05'te kalkmaktadýr.
940;Otogar'dan kalkan birinci sefer saat kaçta?;Otogar'dan kalkan ilk seferimiz saat 07.05'te kalkmaktadýr.
941;Adü'den kalkan ilk sefer saat kaçta?;Adü'den kalkan ilk seferimiz saat 07.05'te kalkmaktadýr.
942;Adü'den kalkan birinci sefer saat kaçta?;Adü'den kalkan ilk seferimiz saat 07.05'te kalkmaktadýr.
943;Kuþadasý'ndan kalkan ilk sefer saat kaçta?;Kuþadasý'ndan kalkan ilk seferimiz saat 07.35'te kalkmaktadýr.
944;Kuþadasý'ndan kalkan birinci sefer saat kaçta?;Kuþadasý'ndan kalkan ilk seferimiz saat 07.35'te kalkmaktadýr.
945;Karpuzlu'dan kalkan ilk sefer saat kaçta?;Karpuzlu'dan kalkan ilk seferimiz saat 09.40'ta kalkmaktadýr.
946;Karpuzlu'dan kalkan birinci sefer saat kaçta?;Karpuzlu'dan kalkan ilk seferimiz saat 09.40'ta kalkmaktadýr.
947;Çine'den kalkan ilk sefer saat kaçta?;Çine'den kalkan ilk seferimiz saat 09.05'te kalkmaktadýr.
948;Çine'den kalkan birinci sefer saat kaçta?;Çine'den kalkan ilk seferimiz saat 09.05'te kalkmaktadýr.
949;Köþk'ten kalkan ilk sefer saat kaçta?;Köþk'ten kalkan ilk seferimiz saat 10.35'te kalkmaktadýr.
950;Köþk'ten kalkan birinci sefer saat kaçta?;Köþk'ten kalkan ilk seferimiz saat 10.35'te kalkmaktadýr.
951;Karacasu'dan kalkan ilk sefer saat kaçta?;Karacasu'dan kalkan ilk seferimiz saat 08.50'de kalkmaktadýr.
952;Karacasu'dan kalkan birinci sefer saat kaçta?;Karacasu'dan kalkan ilk seferimiz saat 08.50'de kalkmaktadýr.
953;Yeni Pazar'dan kalkan ilk sefer saat kaçta?;Yeni Pazar'dan kalkan ilk seferimiz saat 08.50'de kalkmaktadýr.
954;Yeni Pazar'dan kalkan birinci sefer saat kaçta?;Yeni Pazar'dan kalkan ilk seferimiz saat 08.50'de kalkmaktadýr.
955;Adü'den Otogar'a giden yedinci sefer saat kaçta?;Adü'den Otogar'a giden yedinci seferimiz saat 18.30'da kalkmaktadýr.
956;Adü'den Otogar'a giden son sefer saat kaçta?;Adü'den Otogar'a giden son seferimiz saat 18.30'da kalkmaktadýr.
957;Forum Aydýn'dan Otogar'a giden yedinci sefer saat kaçta?;Forum Aydýn'dan Otogar'a giden yedinci seferimiz saat 18.40'ta kalkmaktadýr.
958;Forum Aydýn'dan Otogar'a giden son sefer saat kaçta?;Forum Aydýn'dan Otogar'a giden son seferimiz saat 18.40'ta kalkmaktadýr.
959;Zafer Meydaný'ndan Otogar'a giden yedinci sefer saat kaçta?;Zafer Meydanýn'dan Otogar'a giden yedinci seferimiz saat 18.55'te kalkmaktadýr.
960;Zafer Meydaný'ndan Otogar'a giden son sefer saat kaçta?;Zafer Meydanýn'dan Otogar'a giden son seferimiz saat 18.55'te kalkmaktadýr.
961;Tren Garýn'dan Otogar'a giden yedinci sefer saat kaçta?;Tren Garý'ndan Otogar'a giden yedinci seferimiz saat 19.00'ta kalkmaktadýr.
962;Tren Garýn'dan Otogar'a giden son sefer saat kaçta?;Tren Garý'ndan Otogar'a giden son seferimiz saat 19.00'ta kalkmaktadýr.
963;Otogar'dan Adü'ye giden yedinci sefer saat kaçta?;Otogar'dan Adü'ye giden yedinci seferimiz saat 19.20'de kalkmaktadýr.
964;Otogar'dan Adü'ye giden son sefer saat kaçta?;Otogar'dan Adü'ye giden son seferimiz saat 19.20'de kalkmaktadýr.
965;Tren Garý'ndan Adü'ye giden yedinci sefer saat kaçta?;Tren Garý'ndan Adü'ye giden yedinci seferimiz saat 18.50'de kalkmaktadýr.
966;Tren Garý'ndan Adü'ye giden son sefer saat kaçta?;Tren Garý'ndan Adü'ye giden son seferimiz saat 18.50'de kalkmaktadýr.
967;Zafer Meydaný'ndan Adü'ye giden yedinci sefer saat kaçta?;Zafer Meydaný'ndan Adü'ye giden yedinci seferimiz saat 18.55'te kalkmaktadýr.
968;Zafer Meydaný'ndan Adü'ye giden son sefer saat kaçta?;Zafer Meydaný'ndan Adü'ye giden son seferimiz saat 18.55'te kalkmaktadýr.
969;Forum Aydýn'dan Adü'ye giden yedinci sefer saat kaçta?;Forum Aydýn'dan Adü'ye giden yedinci seferimiz saat 19.10'da kalkmaktadýr.
970;Forum Aydýn'dan Adü'ye giden son sefer saat kaçta?;Forum Aydýn'dan Adü'ye giden son seferimiz saat 19.10'da kalkmaktadýr.
971;Karpuzlu'dan Kuþadasý'na giden yedinci sefer saat kaçta?;Karpuzlu'dan Kuþadasý'na giden yedinci seferimiz saat 18.15'te kalkmaktadýr.
972;Karpuzlu'dan Kuþadasý'na giden son sefer saat kaçta?;Karpuzlu'dan Kuþadasý'na giden son seferimiz saat 18.15'te kalkmaktadýr.
973;Koçarlý'dan Kuþadasý'na giden yedinci sefer saat kaçta?;Koçarlý'dan Kuþadasý'na giden yedinci seferimiz saat 18.50'de kalkmaktadýr.
974;Koçarlý'dan Kuþadasý'na giden son sefer saat kaçta?;Koçarlý'dan Kuþadasý'na giden son seferimiz saat 18.50'de kalkmaktadýr.
975;Ýncirliova'dan Kuþadasý'na giden yedinci sefer saat kaçta?;Ýncirliova'dan Kuþadasý'na giden yedinci seferimiz saat 19.40'ta kalkmaktadýr.
976;Ýncirliova'dan Kuþadasý'na giden son sefer saat kaçta?;Ýncirliova'dan Kuþadasý'na giden son seferimiz saat 19.40'ta kalkmaktadýr.
977;Söke'den Kuþadasý'na giden yedinci sefer saat kaçta?;Söke'den Kuþadasý'na giden yedinci seferimiz saat 20.10'da kalkmaktadýr.
978;Söke'den Kuþadasý'na giden son sefer saat kaçta?;Söke'den Kuþadasý'na giden son seferimiz saat 20.10'da kalkmaktadýr.
979;Kuþadasý'ndan Karpuzlu'ya giden yedinci sefer saat kaçta?;Kuþadasý'ndan Karpuzlu'ya giden yedinci seferimiz saat 19.15'te kalkmaktadýr.
980;Kuþadasý'ndan Karpuzlu'ya giden son sefer saat kaçta?;Kuþadasý'ndan Karpuzlu'ya giden son seferimiz saat 19.15'te kalkmaktadýr.
981;Söke'den Karpuzlu'ya giden yedinci sefer saat kaçta?;Söke'den Karpuzlu'ya giden yedinci seferimiz saat 19.55'te kalkmaktadýr.
982;Söke'den Karpuzlu'ya giden son sefer saat kaçta?;Söke'den Karpuzlu'ya giden son seferimiz saat 19.55'te kalkmaktadýr.
983;Ýncirliova'dan Karpuzlu'ya giden yedinci sefer saat kaçta?;Ýncirliova'dan Karpuzlu'ya giden yedinci seferimiz saat 20.20'de kalkmaktadýr.
984;Ýncirliova'dan Karpuzlu'ya giden son sefer saat kaçta?;Ýncirliova'dan Karpuzlu'ya giden son seferimiz saat 20.20'de kalkmaktadýr.
985;Koçarlý'dan Karpuzlu'ya giden yedinci sefer saat kaçta?;Koçarlý'dan Karpuzlu'ya giden yedinci seferimiz saat 21.10'da kalkmaktadýr.
986;Koçarlý'dan Karpuzlu'ya giden son sefer saat kaçta?;Koçarlý'dan Karpuzlu'ya giden son seferimiz saat 21.10'da kalkmaktadýr.
987;Köþk'ten Çine'ye giden yedinci sefer saat kaçta?;Köþk'ten Çine'ye giden yedinci seferimiz saat 19.45'te kalkmaktadýr.
988;Köþk'ten Çine'ye giden son sefer saat kaçta?;Köþk'ten Çine'ye giden son seferimiz saat 19.45'te kalkmaktadýr.
989;Germencik'ten Çine'ye giden yedinci sefer saat kaçta?;Germencik'ten Çine'ye giden yedinci seferimiz saat 20.25'te kalkmaktadýr.
990;Germencik'ten Çine'ye giden son sefer saat kaçta?;Germencik'ten Çine'ye giden son seferimiz saat 20.25'te kalkmaktadýr.
991;Efeler'den Çine'ye giden yedinci sefer saat kaçta?;Efeler'den Çine'ye giden yedinci seferimiz saat 20.45'te kalkmaktadýr.
992;Efeler'den Çine'ye giden son sefer saat kaçta?;Efeler'den Çine'ye giden son seferimiz saat 20.45'te kalkmaktadýr.
993;Bozdoðan'dan Çine'ye giden yedinci sefer saat kaçta?;Bozdoðan'dan Çine'ye giden yedinci seferimiz saat 21.05'te kalkmaktadýr.
994;Bozdoðan'dan Çine'ye giden son sefer saat kaçta?;Bozdoðan'dan Çine'ye giden son seferimiz saat 21.05'te kalkmaktadýr.
995;Çine'den Köþk'e giden yedinci sefer saat kaçta?;Çine'den Köþk'e giden yedinci seferimiz saat 20.45'te kalkmaktadýr.
996;Çine'den Köþk'e giden son sefer saat kaçta?;Çine'den Köþk'e giden son seferimiz saat 20.45'te kalkmaktadýr.
997;Bozdoðan'dan Köþk'e giden yedinci sefer saat kaçta?;Bozdoðan'dan Köþk'e giden yedinci seferimiz saat 21.05'te kalkmaktadýr.
998;Bozdoðan'dan Köþk'e giden son sefer saat kaçta?;Bozdoðan'dan Köþk'e giden son seferimiz saat 21.05'te kalkmaktadýr.
999;Efeler'den Köþk'e giden yedinci sefer saat kaçta?;Efeler'den Köþk'e giden yedinci seferimiz saat 21.25'te kalkmaktadýr.
1000;Efeler'den Köþk'e giden son sefer saat kaçta?;Efeler'den Köþk'e giden son seferimiz saat 21.25'te kalkmaktadýr.
1001;Germencik'ten Köþk'e giden yedinci sefer saat kaçta?;Germencik'ten Köþk'e giden yedinci seferimiz saat 21.50'de kalkmaktadýr.
1002;Germencik'ten Köþk'e giden son sefer saat kaçta?;Germencik'ten Köþk'e giden son seferimiz saat 21.50'de kalkmaktadýr.
1003;Yeni Pazar'dan Karacasu'ya giden yedinci sefer saat kaçta?;Yeni Pazar'dan Karacasu'ya giden yedinci seferimiz saat 18.20'de kalkmaktadýr.
1004;Yeni Pazar'dan Karacasu'ya giden son sefer saat kaçta?;Yeni Pazar'dan Karacasu'ya giden son seferimiz saat 18.20'de kalkmaktadýr.
1005;Nazilli'den Karacasu'ya giden yedinci sefer saat kaçta?;Nazilli'den Karacasu'ya giden yedinci seferimiz saat 18.40'ta kalkmaktadýr.
1006;Nazilli'den Karacasu'ya giden son sefer saat kaçta?;Nazilli'den Karacasu'ya giden son seferimiz saat 18.40'ta kalkmaktadýr.
1007;Sultan Hisar'dan Karacasu'ya giden yedinci sefer saat kaçta?;Sultan Hisar'dan Karacasu'ya giden yedinci seferimiz saat 19.25'te kalkmaktadýr.
1008;Sultan Hisar'dan Karacasu'ya giden son sefer saat kaçta?;Sultan Hisar'dan Karacasu'ya giden son seferimiz saat 19.25'te kalkmaktadýr.
1009;Kuyucak'tan Karacasu'ya giden yedinci sefer saat kaçta?;Kuyucak'tan Karacasu'ya giden yedinci seferimiz saat 19.40'ta kalkmaktadýr.
1010;Kuyucak'tan Karacasu'ya giden son sefer saat kaçta?;Kuyucak'tan Karacasu'ya giden son seferimiz saat 19.40'ta kalkmaktadýr.
1011;Karacasu'dan Yeni Pazar'a giden yedinci sefer saat kaçta?;Karacasu'dan Yeni Pazar'a giden yedinci seferimiz saat 18.20'de kalkmaktadýr.
1012;Karacasu'dan Yeni Pazar'a giden son sefer saat kaçta?;Karacasu'dan Yeni Pazar'a giden son seferimiz saat 18.20'de kalkmaktadýr.
1013;Kuyucak'tan Yeni Pazar'a giden yedinci sefer saat kaçta?;Kuyucak'tan Yeni Pazar'a giden yedinci seferimiz saat 18.30'da kalkmaktadýr.
1014;Kuyucak'tan Yeni Pazar'a giden son sefer saat kaçta?;Kuyucak'tan Yeni Pazar'a giden son seferimiz saat 18.30'da kalkmaktadýr.
1015;Sultan Hisar'dan Yeni Pazar'a giden yedinci sefer saat kaçta?;Sultan Hisar'dan Yeni Pazar'a giden yedinci seferimiz saat 18.45'te kalkmaktadýr.
1016;Sultan Hisar'dan Yeni Pazar'a giden son sefer saat kaçta?;Sultan Hisar'dan Yeni Pazar'a giden son seferimiz saat 18.45'te kalkmaktadýr.
1017;Nazilli'den Yeni Pazar'a giden yedinci sefer saat kaçta?;Nazilli'den Yeni Pazar'a giden yedinci seferimiz saat 19.30'da kalkmaktadýr.
1018;Nazilli'den Yeni Pazar'a giden son sefer saat kaçta?;Nazilli'den Yeni Pazar'a giden son seferimiz saat 19.30'da kalkmaktadýr.
1019;Otogar'dan kalkan yedinci sefer saat kaçta?;Otogar'dan kalkan son seferimiz saat 19.20'de kalkmaktadýr.
1020;Otogar'dan kalkan son sefer saat kaçta?;Otogar'dan kalkan son seferimiz saat 19.20'de kalkmaktadýr.
1021;Adü'den kalkan yedinci sefer saat kaçta?;Adü'den kalkan son seferimiz saat 19.20'de kalkmaktadýr.
1022;Adü'den kalkan son sefer saat kaçta?;Adü'den kalkan son seferimiz saat 19.20'de kalkmaktadýr.
1023;Kuþadasý'ndan kalkan yedinci sefer saat kaçta?;Kuþadasý'ndan kalkan son seferimiz saat 19.50'de kalkmaktadýr.
1024;Kuþadasý'ndan kalkan son sefer saat kaçta?;Kuþadasý'ndan kalkan son seferimiz saat 19.50'de kalkmaktadýr.
1025;Karpuzlu'dan kalkan yedinci sefer saat kaçta?;Karpuzlu'dan kalkan son seferimiz saat 21.45'te kalkmaktadýr.
1026;Karpuzlu'dan kalkan son sefer saat kaçta?;Karpuzlu'dan kalkan son seferimiz saat 21.45'te kalkmaktadýr.
1027;Çine'den kalkan yedinci sefer saat kaçta?;Çine'den kalkan son seferimiz saat 21.25'te kalkmaktadýr.
1028;Çine'den kalkan son sefer saat kaçta?;Çine'den kalkan son seferimiz saat 21.25'te kalkmaktadýr.
1029;Köþk'ten kalkan yedinci sefer saat kaçta?;Köþk'ten kalkan son seferimiz saat 22.20'de kalkmaktadýr.
1030;Köþk'ten kalkan son sefer saat kaçta?;Köþk'ten kalkan son seferimiz saat 22.20'de kalkmaktadýr.
1031;Karacasu'dan kalkan yedinci sefer saat kaçta?;Karacasu'dan kalkan son seferimiz saat 19.50'de kalkmaktadýr.
